correct,asr,error_type,edit_distance,sentence_idx
cognilong,cognelong,character_substitution,1,32
dolosac-tr,dolisactiar,phonetic_substitution,4,33
naxcom,nexcom,character_substitution,1,34
junior,jr,segmentation_error,4,35
norelgestromin,nolgistromine,word_level_error,4,36
flurandrenolide,florandrenalide,character_substitution,2,37
dromet-m,dramatem,phonetic_substitution,3,38
maxnerv-pg,maxnerve,character_insertion_deletion,3,39
,p,character_substitution,1,39
,g,character_substitution,1,39
clonapax-p,clonopax,character_insertion_deletion,3,40
,b,character_substitution,1,40
capiclav,capiclaf,character_substitution,1,41
maltofer,moltover,character_substitution,2,42
acebrophylline,a,segmentation_error,13,43
,cebrophil,segmentation_error,9,43
healthcare,health,segmentation_error,4,43
,care,segmentation_error,4,43
anaflam,enaflum,character_substitution,2,44
cynocal-16,synucle-16-inj,segmentation_error,8,45
inj,,character_insertion_deletion,3,45
halidol,halidor,character_substitution,1,46
sennoside,senocide,character_substitution,2,47
well-documented,well,segmentation_error,11,47
,documented,segmentation_error,10,47
etretinate,atretonate,character_substitution,2,48
nodard,noddard,character_substitution,1,49
acent,ascent,character_substitution,1,50
healthcare,health,segmentation_error,4,50
,care,segmentation_error,4,50
cintac-d,syntac-d,character_substitution,2,51
optizol-sr,optozoles,phonetic_substitution,3,52
,are,character_insertion_deletion,3,52
healthcare,health,segmentation_error,4,52
,care,segmentation_error,4,52
copd,cops,character_substitution,1,53
flutidin-s,flutidin,character_insertion_deletion,2,53
rotacap,s-roticab,word_level_error,4,53
subcitrate,substrate,character_substitution,2,54
ardeparin,oedipurine,word_level_error,5,55
bedridden,bedraden,character_substitution,2,55
uv-pain,uv,segmentation_error,5,56
,pain,segmentation_error,4,56
moxsav,moxavtab,word_level_error,4,57
tab,,character_insertion_deletion,3,57
amoxicillin,amexicillin,character_substitution,1,57
nuvolt-g,nuvolt,character_insertion_deletion,2,58
,g,character_substitution,1,58
kofol,koffel,character_substitution,2,59
betaxolol,beta-xylol,character_substitution,2,60
starpress-t,starpress,character_insertion_deletion,2,61
xl,dxl,character_substitution,1,61
extended-release,extended,phonetic_substitution,8,61
,release,segmentation_error,7,61
altofer-xt,althofer,phonetic_substitution,4,62
susp,extices,word_level_error,7,62
pevesca,paveska,character_substitution,2,63
healthcare,health,segmentation_error,4,64
,care,segmentation_error,4,64
ondrea,andrea,character_substitution,1,64
aviton,avidin,character_substitution,2,65
syr,sir,character_substitution,1,65
hb-clav,hbclav,character_substitution,1,66
ggg-24,jujuju24,word_level_error,6,67
salina,celina,character_substitution,2,68
nbcin,nb-syn,phonetic_substitution,3,69
tranat-p,trana,character_insertion_deletion,3,70
,to,character_insertion_deletion,2,70
,pee,character_insertion_deletion,3,70
dihydroergotamine,dehydrogatamine,word_level_error,4,71
leucadendron,leucodendron,character_substitution,1,72
zomep-d,zomab,word_level_error,4,73
contains,decontains,character_insertion_deletion,2,73
carospir,caraspir,character_substitution,1,74
cefasyn,cefacin,character_substitution,2,75
recipro,recipro-t,character_insertion_deletion,2,76
t,,character_substitution,1,76
belrab-lsr,belrobelisar,phonetic_substitution,4,77
levorphanol,levofenol,word_level_error,4,78
tagat,taggart,character_insertion_deletion,2,79
zelita-7,xelita,character_insertion_deletion,3,80
,7,character_substitution,1,80
abicort,abicote,character_substitution,2,81
benazepril,benazeprol,character_substitution,1,83
almocef,almosef,character_substitution,1,84
syr,swire,character_insertion_deletion,3,84
ketorom,keterom,character_substitution,1,85
atazanavir,atazenavir,character_substitution,1,86
cavit,cavitab,character_insertion_deletion,2,87
tab,,character_insertion_deletion,3,87
mecoin,maccoyne,phonetic_substitution,4,88
ambrodil-lx,ambrogilalex,phonetic_substitution,3,89
carvedilol,carvodilol,character_substitution,1,91
ulinerv-p,ulinev-p,character_substitution,1,92
sazolol-xl,sazalol,phonetic_substitution,4,93
,excel,segmentation_error,5,93
enalapril,enolapril,character_substitution,1,94
maleate,malate,character_substitution,1,94
milrinone,milrinan,character_substitution,2,95
zolome,zolom,character_substitution,1,96
mouzex,muzex,character_substitution,1,97
pepdic,peptic,character_substitution,1,98
twiclox,twiqlox,character_substitution,1,99
healthcare,health,segmentation_error,4,99
,care,segmentation_error,4,99
ofloxacin,afluxacin,character_substitution,2,100
oflee-nt,off-lane,phonetic_substitution,5,100
tabs,t-tabs,character_insertion_deletion,2,100
tamsulosin,tamsulos,character_insertion_deletion,2,101
,in,character_insertion_deletion,2,101
pregacip-m,pregacipem,character_substitution,1,102
calrine,cowreen,word_level_error,5,103
ensure,insure,character_substitution,1,103
amodiaquine,amodequine,character_substitution,2,104
tranylcypromine,tranylsipramine,phonetic_substitution,3,105
heptadine-s,heptadenes,character_substitution,2,106
netilmicin,nettle,segmentation_error,6,107
sulfate,miss,word_level_error,7,107
,insulphate,segmentation_error,10,107
healthcare,health,segmentation_error,4,107
,care,segmentation_error,4,107
proage,approach,word_level_error,4,108
foenum-graecum,phonum,segmentation_error,11,109
anti-inflammatory,anti,segmentation_error,13,109
,inflammatory,segmentation_error,12,109
clonazepam,clonaise,phonetic_substitution,5,110
ir,pam-ir,segmentation_error,4,110
prochlorperazine,prochloroperazine,character_substitution,1,111
edisylate,etisolate,character_substitution,2,111
cefpodoxime,cefpredox,word_level_error,5,112
,ima,character_insertion_deletion,3,112
nipp-ca,nip,segmentation_error,4,112
tab,catab,character_insertion_deletion,2,112
psymet-g,cymet-g,character_substitution,2,113
richneuron,richnorin,phonetic_substitution,3,114
jifon,jaffon,character_substitution,2,115
lupizyme,lupizime,character_substitution,1,116
megacet,megas,character_insertion_deletion,3,117
,it,character_insertion_deletion,2,117
oraflora,orofloragil,phonetic_substitution,4,118
gel,,character_insertion_deletion,3,118
antihaemophilic,antihemophilic,character_substitution,1,119
rahf,roth,word_level_error,3,119
healthcare,health,segmentation_error,4,120
,care,segmentation_error,4,120
dronedarone,drondurone,character_substitution,2,120
roulet-dsr,roulette,word_level_error,4,121
,dsr,character_insertion_deletion,3,121
levorid-ax,lavrodex,phonetic_substitution,5,122
grewia,gruia,character_substitution,2,123
subinaequalis,sub-inequalis,character_substitution,2,123
neosporin-h,neosporin,character_insertion_deletion,2,124
oint,h-oint,character_insertion_deletion,2,124
losker,lasker,character_substitution,1,125
novolac,novolaxiopi,phonetic_substitution,5,126
cap,,character_insertion_deletion,3,126
tubrobutol,tabributol,character_substitution,2,127
carex-mv,kexam,word_level_error,5,128
,be,character_insertion_deletion,2,128
alpha,alpha-glycerylphosphoryl,segmentation_error,19,129
glycerylphosphorylcholine,choline,segmentation_error,18,129
dyet,dite,phonetic_substitution,3,130
mesalamine,mezalamine,character_substitution,1,131
fluorodopa,floridopa,character_substitution,2,132
f-18,f18,character_substitution,1,132
pet,pd,character_substitution,2,132
pansoral,pancerol,phonetic_substitution,3,133
lipistat,lipostat,character_substitution,1,134
eptinezumab-jjmr,eptine-zumab-jjmr,character_substitution,1,135
panstrike,pantstrike,character_substitution,1,136
infaser,enfaser,character_substitution,1,137
widely-used,widely,segmentation_error,5,137
,used,segmentation_error,4,137
nitrofix,nitro-fix,character_substitution,1,138
isosorbide,isosor,phonetic_substitution,4,138
,bide,segmentation_error,4,138
healthcare,health,segmentation_error,4,138
,care,segmentation_error,4,138
sozirox,sazerox,character_substitution,2,139
bactoff,vactof,character_substitution,2,140
sulphate,sulfate,character_substitution,2,141
nattokinase,natakinase,character_substitution,2,142
avn,avon,character_substitution,1,143
cinaryl,zynoril,word_level_error,4,144
sulphamethoxazole,sulfamethoxazole,character_substitution,2,145
mountrim,mountram,character_substitution,1,145
valenfer,valenpha,phonetic_substitution,3,147
leukeran,leucerin,character_substitution,2,148
zenobia-al,zenobia,character_insertion_deletion,3,149
,l,character_substitution,1,149
theophylline,theophyll,character_insertion_deletion,3,150
,an,character_insertion_deletion,2,150
pandostal-od,pandostello,phonetic_substitution,3,151
guanadrel,guanidryl,character_substitution,2,152
zobit,zabit,character_substitution,1,153
pentoat,pentote,character_substitution,2,154
healthcare,health,segmentation_error,4,154
,care,segmentation_error,4,154
saaz-ds,sasds,character_insertion_deletion,3,155
tarbeen,tarbin,character_substitution,2,156
prosoyal,press,word_level_error,5,157
,oil,character_insertion_deletion,3,157
obrasone,elbrusone,word_level_error,3,158
codoxray-cv,codex,segmentation_error,7,159
,ray-cv,segmentation_error,6,159
amoxicillin,amexicillin,character_substitution,1,159
lisifen,lisiphen,character_substitution,2,160
elvital-gm,l-vitalgm,word_level_error,3,161
trilostane,trilastane,character_substitution,1,162
nerjuwin,nirjuen-cap,phonetic_substitution,7,163
cap,,character_insertion_deletion,3,163
bevon,bevan,character_substitution,1,164
softules,soft,segmentation_error,4,164
,jewels,segmentation_error,6,164
elcal,alkyl,word_level_error,3,165
orthotar,orthotta,character_substitution,2,166
qtern,q-turn,character_substitution,2,167
mecolife,meccalife,character_substitution,2,168
sertacad,certecad,character_substitution,2,169
sayofen,ceafan,word_level_error,5,170
metol-xl,metalexcel,phonetic_substitution,4,171
sulphate,sulfate,character_substitution,2,172
monohydrate,mono,segmentation_error,7,172
,hydrate,segmentation_error,7,172
tescof-at,tescofat,character_substitution,1,173
napromol,napromole,character_substitution,1,174
xeglyze,zeglyze,character_substitution,1,175
mosapride,masopride,character_substitution,2,176
temozolomide,tamazolamide,phonetic_substitution,3,177
tumors,tumours,character_substitution,1,177
xinomin,cinnamon,word_level_error,4,178
crystodigin,cristidigin,character_substitution,2,179
eluxadoline,elexadoline,character_substitution,1,180
isozic-sr,isosacase,phonetic_substitution,4,181
,r,character_substitution,1,181
zotadase-k,satadase,word_level_error,4,182
,k,character_substitution,1,182
healthcare,health,segmentation_error,4,183
,care,segmentation_error,4,183
omnipaque,omnipak,character_insertion_deletion,3,183
210,2-110,character_insertion_deletion,2,183
raberiv-d,rabariv-d,character_substitution,1,184
healthcare,health,segmentation_error,4,185
,care,segmentation_error,4,185
onastrone,onostrone,character_substitution,1,185
mypred,miprid,character_substitution,2,186
dyclonine,diclanine,character_substitution,2,187
valance,valenzone,phonetic_substitution,4,188
soln,,segmentation_error,4,188
meconus,meconis,character_substitution,1,189
kyocet,kyocides,character_insertion_deletion,3,190
syr,wire,word_level_error,3,190
gemiquin,gemaquin,character_substitution,1,191
gabanext,gabinext,character_substitution,1,192
meaxon-pg,myxone,word_level_error,5,193
,pg,character_insertion_deletion,2,193
inebilizumab,anabolizumab,word_level_error,3,194
with,within,character_insertion_deletion,2,194
nmosd,mast,word_level_error,3,194
abenzer,abenza,character_substitution,2,195
umbralisib,umbralisobtosalate,phonetic_substitution,9,196
tosylate,,segmentation_error,8,196
zinc,zinc-calx,segmentation_error,5,197
calx,,segmentation_error,4,197
ospidol,aspidol,character_substitution,1,198
ambrolite-d,ambralite,character_insertion_deletion,3,199
,d,character_substitution,1,199
zorovon,zoravan,character_substitution,2,200
dupent-d,dupont,character_insertion_deletion,3,201
,d,character_substitution,1,201
lesupride,lassipride,phonetic_substitution,3,202
platinex,platonics,phonetic_substitution,4,203
aova-ez,ovozy,word_level_error,5,204
healthcare,health,segmentation_error,4,205
,care,segmentation_error,4,205
combispas,combispa's,character_substitution,1,205
extended-release,extended,phonetic_substitution,8,206
,release,segmentation_error,7,206
rabeprazole,raprozole,character_insertion_deletion,3,206
acid-related,acid,segmentation_error,8,206
,related,segmentation_error,7,206
gerd,jerd,character_substitution,1,206
wiplin,whiplin,character_substitution,1,207
gel,gl,character_substitution,1,207
acyclovir,aciclovir,character_substitution,1,209
cinris,cinrus,character_substitution,1,210
healthcare,health,segmentation_error,4,210
,care,segmentation_error,4,210
nifurtimox,nefertamox,phonetic_substitution,3,211
healthcare,health,segmentation_error,4,212
,care,segmentation_error,4,212
elemetal,elemental,character_substitution,1,212
betamethasone,beta-methasone,character_substitution,1,213
meropenem-vaborbactam,meripnum,phonetic_substitution,15,214
,vabobactam,segmentation_error,10,214
ipratropium,ipitropium,character_substitution,2,215
combimist-l,combimis,character_insertion_deletion,3,215
rotacap,del,segmentation_error,7,215
,roticap,segmentation_error,7,215
gopan-l,gopanel,character_substitution,1,216
cefpodoxime,cefpidoxime,character_substitution,1,217
monocef-o-cv,monocepho,phonetic_substitution,5,217
syr,,character_insertion_deletion,3,217
amtan-at,amten,phonetic_substitution,4,218
,and,character_insertion_deletion,3,218
papad,peppad,character_substitution,2,219
flavors,flavours,character_substitution,1,219
painja,painogel,word_level_error,4,220
gel,,character_insertion_deletion,3,220
abufen-c,ibuphen,word_level_error,5,221
,see,character_insertion_deletion,3,221
chlorpheniramine,chlorophenyramine,character_substitution,2,222
polistirex,polystyrix,phonetic_substitution,3,222
codeine,codine,character_substitution,1,222
polistirex,polystyrix,phonetic_substitution,3,222
vitarich,vitarix,character_substitution,2,223
syr,sir,character_substitution,1,223
mofecon-s,movconis,phonetic_substitution,3,224
cerijoint-gsm,serojoint,segmentation_error,6,225
,gsm,character_insertion_deletion,3,225
chlorpheniramine,chlorophenyramine,character_substitution,2,226
avyucal,avicol,phonetic_substitution,3,227
topnac-p,top,segmentation_error,5,228
,knock,segmentation_error,5,228
,pee,character_insertion_deletion,3,228
ergomont-a,ergomont,character_insertion_deletion,2,229
difluprednate,difloprednate,character_substitution,1,230
ropikem,rapicum,phonetic_substitution,3,231
healthcare,health,segmentation_error,4,232
,care,segmentation_error,4,232
pantoloc-40,panteloc,phonetic_substitution,4,232
,40,character_insertion_deletion,2,232
patiromer,pataromosorbitex,phonetic_substitution,9,233
sorbitex,,segmentation_error,8,233
jidox,g-dox,character_substitution,2,234
nayaclav,naoclav,character_substitution,2,235
gonadotrophin,gonadotropin,character_substitution,1,236
healthcare,health,segmentation_error,4,237
,care,segmentation_error,4,237
spectoren,spectorn,character_substitution,1,237
gabalure,gabalor,character_substitution,2,238
pzostar-d,pizostar,phonetic_substitution,3,239
,d,character_substitution,1,239
elfi-xl,elphi-xl,character_substitution,2,240
fagonia,faginia,character_substitution,1,241
lizok,lizark,character_substitution,2,242
tinzaparin,tinsyparen,phonetic_substitution,3,243
pediasure,pediazure,character_substitution,1,244
neuron-md,neuronim,character_substitution,2,245
,d,character_substitution,1,245
monocef,monocephi,character_insertion_deletion,3,246
i,,character_substitution,1,246
creon-40000,creon,phonetic_substitution,6,247
,40,character_insertion_deletion,2,247
,000,character_insertion_deletion,3,247
cluta-b,kutopi,word_level_error,5,248
metoprolol,metaprolol-sr,phonetic_substitution,4,249
sr,,character_insertion_deletion,2,249
opun,apen,character_substitution,2,250
maxamin,maximin,character_substitution,1,251
easecaps,escaps,character_insertion_deletion,2,252
azamox-cv,azomox,phonetic_substitution,4,253
,cv,character_insertion_deletion,2,253
cefoclav,cepheclav,phonetic_substitution,3,254
widely-used,widely,segmentation_error,5,254
,used,segmentation_error,4,254
zipcold,zip,segmentation_error,4,255
,cold,segmentation_error,4,255
ambenonium,ambinonium,character_substitution,1,256
glibetic,glybetic,character_substitution,1,257
fimial-lb,fimulil,phonetic_substitution,4,258
,be,character_insertion_deletion,2,258
rabeway,rabway,character_substitution,1,259
vismodegib,vismojib,character_insertion_deletion,3,260
lulinik,lulinic,character_substitution,1,261
trittico,tritico,character_substitution,1,262
s,s-tab,segmentation_error,4,263
tab,,character_insertion_deletion,3,263
stiripentol,styropentol,character_substitution,2,264
dextranomer,dextronomer,character_substitution,1,265
clopod,clopid,character_substitution,1,266
pansum,pansom,character_substitution,1,267
dibucaine,dibucane,character_substitution,1,268
solib,salib,character_substitution,1,269
fampridine,phampradine,word_level_error,3,270
elnerve-acs,l-nervecius,word_level_error,5,271
rosave-c,ros-afc,phonetic_substitution,4,272
levo-forte,levoforte,character_substitution,1,273
desferrioxamine,dysferioxamine,character_substitution,2,274
sepecyl-xt,cepacil,word_level_error,6,275
tab,xt-tab,character_insertion_deletion,3,275
alfa,alpha,character_substitution,2,276
ferotrex,ferritrex,character_substitution,2,277
nervicin-g,nervous,phonetic_substitution,6,278
,and,character_insertion_deletion,3,278
,g,character_substitution,1,278
vancenase,vansinase,character_substitution,2,279
oflacin-dx,aflessin,word_level_error,7,280
,dx,character_insertion_deletion,2,280
pregicob,prejicab,character_substitution,2,281
healthcare,health,segmentation_error,4,281
,care,segmentation_error,4,281
themicaine-ad,thymocaine,phonetic_substitution,5,282
,d,character_substitution,1,282
glucoryl-m,glucor-lm-tab,phonetic_substitution,5,283
tab,,character_insertion_deletion,3,283
glimepiride,glymperid,phonetic_substitution,4,283
ulinastatin,ulonastatine,character_substitution,2,284
tolfen-nf,tolfenaneth,phonetic_substitution,4,285
amimind,emamind,character_substitution,2,286
ibitrop,ibotrop,character_substitution,1,287
pantapil-d,pantopal-d,character_substitution,2,288
cefudan,cefidin,character_substitution,2,290
omeprazole,omprozole,character_substitution,2,291
ec-caps,egg,segmentation_error,6,291
,caps,segmentation_error,4,291
oflatoon-oz,aflatuno,word_level_error,5,292
,z,character_substitution,1,292
healthcare,health,segmentation_error,4,292
,care,segmentation_error,4,292
devlup,devlop,character_substitution,1,293
etormet-th,atorma,segmentation_error,6,294
,th,character_insertion_deletion,2,294
name,named,character_substitution,1,295
prohar,prohal,character_substitution,1,296
ophar-oz,alfaro's,word_level_error,6,297
,e,character_substitution,1,297
feranid,farinid,character_substitution,2,298
argella,argilla,character_substitution,1,299
apdrops-dm,epidropstium,word_level_error,5,300
zosert,zozert,character_substitution,1,301
paroex,parox,character_substitution,1,302
seradic-a,ceratica,word_level_error,3,303
cefjone-o,cefjo,segmentation_error,4,304
,no,character_insertion_deletion,2,304
healthcare,health,segmentation_error,4,304
,care,segmentation_error,4,304
aminoacridine,aminocridine,character_substitution,1,305
pantolex-dsr,pantalex,phonetic_substitution,5,306
,dsr,character_insertion_deletion,3,306
top-pan,teopipian,character_insertion_deletion,3,307
aceplex,a,segmentation_error,6,308
,seplex,segmentation_error,6,308
viltolarsen,viltilarsen,character_substitution,1,309
crm,serum,character_insertion_deletion,3,310
dermatologist-recommended,dermatologist,phonetic_substitution,12,310
,recommended,segmentation_error,11,310
pyrimethamine,pyrimthamine,character_substitution,1,311
tolpazen,topazin,character_substitution,2,312
well-documented,well,segmentation_error,11,312
,documented,segmentation_error,10,312
blepharis,blepharous,character_substitution,2,313
cobamin,cobamen,character_substitution,1,314
vitamin,vitam,character_insertion_deletion,2,314
,in,character_insertion_deletion,2,314
pio-q,paoq,character_substitution,2,315
ke-toza,ketose,phonetic_substitution,3,316
doxynil,doxanil,character_substitution,1,317
vitamin,vitam,character_insertion_deletion,2,318
,in,character_insertion_deletion,2,318
propiomazine,propiamazine,character_substitution,1,319
healthcare,health,segmentation_error,4,319
,care,segmentation_error,4,319
alis-at,alice,word_level_error,4,320
,it,character_insertion_deletion,2,320
flomina,flamina,character_substitution,1,321
healthcare,health,segmentation_error,4,321
,care,segmentation_error,4,321
healthcare,health,segmentation_error,4,322
,care,segmentation_error,4,322
ketotifen,ketotyphan,phonetic_substitution,4,322
silodonol-d,silodinol,character_insertion_deletion,3,323
,d,character_substitution,1,323
bentoquatam,bentiquatum,character_substitution,2,324
termeg,termig,character_substitution,1,325
roztel-h,rhas,segmentation_error,7,326
,to,character_insertion_deletion,2,326
,leach,segmentation_error,5,326
today,to-day,character_substitution,1,326
nbgest,n,segmentation_error,5,327
,b,character_substitution,1,327
,just,segmentation_error,4,327
rifa,refa-i6,phonetic_substitution,4,328
i-6,,character_insertion_deletion,3,328
kiton,kitten,character_substitution,2,329
ceftop-cl,ceftop,character_insertion_deletion,3,330
,cl,character_insertion_deletion,2,330
zapacid,zepacid,character_substitution,1,331
glubex-z,glubex,character_insertion_deletion,2,332
,the,character_insertion_deletion,3,332
viadek,viaduct,word_level_error,3,333
barohist-d,baro,segmentation_error,6,334
,histi,segmentation_error,5,334
chymosoz-d,chimasos,phonetic_substitution,5,335
,d,character_substitution,1,335
altifer-xt,altiforex,phonetic_substitution,3,336
,d,character_substitution,1,336
albeta-sr,albatozar,phonetic_substitution,4,337
lycodic-sg,lycoticus,phonetic_substitution,3,338
,g,character_substitution,1,338
healthcare,health,segmentation_error,4,338
,care,segmentation_error,4,338
lariago,lauriego,character_substitution,2,339
plexus-pg,plexus,character_insertion_deletion,3,340
,pg,character_insertion_deletion,2,340
beta,beta-carotene,segmentation_error,9,341
carotene,,segmentation_error,8,341
tersus-d,tersaz,phonetic_substitution,4,342
,d,character_substitution,1,342
fexabit-m,vexibetam,word_level_error,4,343
sulphadiazine,sulfadiazine,character_substitution,2,344
cefodiv-o,cefadivo,character_substitution,2,345
in-111,in,phonetic_substitution,4,346
pentetreotide,1,segmentation_error,13,346
,111-pentetreotide,segmentation_error,17,346
l-ornithine,elanothine,word_level_error,5,347
mnc-od,mncod,character_substitution,1,349
healthcare,health,segmentation_error,4,349
,care,segmentation_error,4,349
alrubicin,arubicin,character_substitution,1,350
scozen-xt,scozen,character_insertion_deletion,3,351
forte,xt40,word_level_error,5,351
alp-ft,alpfd,character_substitution,2,352
cognicent,cognizant,character_substitution,2,353
amco-z,amcos,character_substitution,2,354
healthcare,health,segmentation_error,4,354
,care,segmentation_error,4,354
multiging,multi-jing,character_substitution,2,355
syr,sir,character_substitution,1,355
valponeo-cr,valponiosir,phonetic_substitution,3,356
trastuzumab-dkst,trastuzumab-dksd,character_substitution,1,357
er,r,character_substitution,1,358
ocuclear,acaclear,character_substitution,2,359
erlotinib,erlitin,character_insertion_deletion,3,360
hydrochloride,,segmentation_error,13,360
activ,active,character_substitution,1,361
amitone,ametone,character_substitution,1,362
healthcare,health,segmentation_error,4,362
,care,segmentation_error,4,362
anbilac,anbolac,character_substitution,1,363
manoll,manol-syr,word_level_error,4,364
syr,,character_insertion_deletion,3,364
healthcare,health,segmentation_error,4,365
,care,segmentation_error,4,365
glimid,glymid,character_substitution,1,365
tromide,tramide,character_substitution,1,366
atam,atom,character_substitution,1,367
match,matchplus,segmentation_error,4,368
plus,,segmentation_error,4,368
acyclovir,a,segmentation_error,8,369
,ciclovir,segmentation_error,8,369
divon-s,devenesse,phonetic_substitution,5,370
benver-i,benvrytab,phonetic_substitution,5,371
tab,,character_insertion_deletion,3,371
albendazole,albendazzle,character_substitution,1,371
healthcare,health,segmentation_error,4,372
,care,segmentation_error,4,372
caberlee,caberly,character_substitution,2,372
cilnidipine,cilinidib,phonetic_substitution,5,373
tracet,tracit,character_substitution,1,374
cefilase-az,cephalase,phonetic_substitution,6,375
,e,character_substitution,1,375
inj,inge,character_substitution,2,376
mosapride,mossopride,character_substitution,2,377
beta-cyclodextrin,beta-iclodxtrin,character_insertion_deletion,3,377
norelgestromin,norlgestramin,character_substitution,2,378
delalutin,dilalutin,character_substitution,1,379
lenova-m,linovium,phonetic_substitution,3,380
triflupromazine,trifloprimazine,character_substitution,2,381
emstal,mstyle,word_level_error,3,382
gluton-600,gluten,phonetic_substitution,5,383
,six,character_insertion_deletion,3,383
,hundred,segmentation_error,7,383
oxcarbazepine,oxcar,segmentation_error,8,384
,base,segmentation_error,4,384
,pine,segmentation_error,4,384
amlomate-xr,amlimatexar,phonetic_substitution,3,385
ambroxol,ambrexol,character_substitution,1,386
levokof,levacoff,phonetic_substitution,3,386
lameco-od,lamico-od,character_substitution,1,387
mollugo,melugo-serviana,segmentation_error,11,388
cerviana,,segmentation_error,8,388
recoguard,recogard,character_substitution,1,389
alfentanil,l-fentanyl,word_level_error,3,390
taurflam,tall,segmentation_error,5,391
,phlegm,segmentation_error,6,391
citilin-p,citilin,character_insertion_deletion,2,392
,p,character_substitution,1,392
avelife,avalife,character_substitution,1,393
meconerv,meconerve,character_substitution,1,394
syr,s,character_insertion_deletion,2,394
,wire,segmentation_error,4,394
scoff-om,scaphoem,phonetic_substitution,5,395
flu-induced,flu,segmentation_error,8,395
,induced,segmentation_error,7,395
mintovit,mintavit,character_substitution,1,396
multivitamin,multivitam,character_insertion_deletion,2,396
,in,character_insertion_deletion,2,396
avas,elvis,word_level_error,3,397
methyl,methylnicotinate,segmentation_error,10,398
nicotinate,,segmentation_error,10,398
percocet,percos,character_insertion_deletion,3,400
,it,character_insertion_deletion,2,400
tab,tiv-b,character_insertion_deletion,3,401
eficlav,efeclav,character_substitution,1,402
nuart-l,new,segmentation_error,6,403
,artel,segmentation_error,5,403
rosycap,rosicab,character_substitution,2,404
malaviz-a,malavizza,character_substitution,1,405
neo,neogold,segmentation_error,4,406
gold,,segmentation_error,4,406
amikanex,amacanex,character_substitution,2,407
mvimin,embermin,word_level_error,4,408
starclop-a,starclub,phonetic_substitution,4,409
cidogrel,sidagrel,character_substitution,2,410
diatrizoate,diatriazote,character_substitution,2,411
zeposia,zapposia,character_substitution,2,412
opi-ot,o-p-a-o-t-i-n-j,segmentation_error,10,413
inj,,character_insertion_deletion,3,413
nervmax-nt,nervemax,phonetic_substitution,4,414
,nt,character_insertion_deletion,2,414
ocriplasmin,acroplasmin,character_substitution,2,415
flurbiprofen,flerbiprofen,character_substitution,1,416
edsave,edsafe,character_substitution,1,417
cadimycetin,kadamycin,word_level_error,4,418
sinamum-cold,cinnamon,segmentation_error,8,419
,cold,segmentation_error,4,419
justin,justin's,character_insertion_deletion,2,420
supp,sup,character_substitution,1,420
pisum,pissum,character_substitution,1,421
rapidcure-d,rapidcure,character_insertion_deletion,2,422
,d,character_substitution,1,422
siclo,cyclo,character_substitution,2,423
healthcare,health,segmentation_error,4,424
,care,segmentation_error,4,424
ferimax,ferrimax,character_substitution,1,424
l-tetrahydropalmatine,l-tetrahydropamidine,phonetic_substitution,3,425
choline,colleen,phonetic_substitution,4,426
escilure,essilier,phonetic_substitution,4,427
gabaprime-nt,gaba,segmentation_error,8,428
,prime,segmentation_error,5,428
,nt,character_insertion_deletion,2,428
healthcare,health,segmentation_error,4,429
